"Species","Common","IUIS Allergen","Type","Group","Allergenicity","Length","Accession","GI#","1st Version"
"Triticum aestivum","Wheat","Tri a 26.0101","Food Plant","Triticum Tri a 26","IgE plus basophil+ or SPT+","848","CAA31395.4","288860106","15"
"Triticum aestivum","Wheat","Tri a 26.0201","Food Plant","Triticum Tri a 26","IgE plus basophil+ or SPT+","795","AAZ23584.1","71084277","15"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 27.0101 Thiol reductase","IgE but no biological test","203","BAC76688.1","30793446","7"
"Triticum aestivum","Wheat","Tri a 28.0101","Food Plant","Triticum Tri a 28","IgE but no biological test","119","CAI84642.1","66841026","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","IgE but no biological test","307","CAA31685.1","21773","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","IgE but no biological test","356","CAA30570.1","21783","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","IgE but no biological test","373","O22116","75317968","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","IgE but no biological test","229","CAA59338.1","886963","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","IgE but no biological test","261","CAA59339.1","886965","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","IgE but no biological test","276","CAA59340.1","886967","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","IgE but no biological test","285","O22108","75219081","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","IgE but no biological test","326","CAI79052.1","62550933","7"
"Triticum aestivum","Wheat","Tri a 36.0101","Food Plant","Triticum Tri a 36","IgE but no biological test","369","AEH31546.1","335331566","12"
"Triticum aestivum","Wheat","Tri a 37.0101","Food Plant","Triticum Tri a 37 alpha purothionin","IgE but no biological test","137","CAA65313.1","4007850","14"
"Triticum aestivum","Wheat","Tri tu 14","Food Plant","Triticum Tri tu 14","IgE plus basophil+ or SPT+","115","CAH69206.1","84617221","19"
"Triticum turgidum subsp. durum","Wheat","Unassigned","Food Plant","Triticum aestivum Tri a 40","IgE but no biological test","143","CAA34709.1","21916","7"
"Triticum turgidum subsp. durum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","IgE but no biological test","295","CAA36063.1","21926","7"
"Triticum turgidum subsp. durum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","IgE but no biological test","285","CAA44473.1","21930","7"
"Venerupis philippinarum","Clam","Unassigned","Food Animal","Venerupis tropomyosin","IgE but no biological test","284","BAH10157.1","219806573","10"
"Vigna radiata","mung bean","Vig r 1.0101","Food Plant","Vigna Vig r 1 PR 10","IgE but no biological test","155","AAX19889.1","60418924","7"
"Vigna radiata","mung bean","Vig r 2.0101","Food Plant","Vigna Vig r 2","IgE but no biological test","453","ABG02262.1","108743976","15"
"Vigna radiata","mung bean","Vig r 2.0201","Food Plant","Vigna Vig r 2","IgE but no biological test","454","ABW23574.1","158251953","15"
"Vigna radiata","mung bean","Vig r 6.0101","Food Plant","Vigna Vig r 6 Cytokinin-specific binding protein","IgE but no biological test","155","BAA74451.1","4190976","14"
"Vigna radiata var. radiata","mung bean","Unassigned","Food Plant","Vigna Vig r 6 Cytokinin-specific binding protein","IgE but no biological test","155","A0A1S3THR8.1","1559988738","20"
"Vitis sp.","Grape","Unassigned","Food Plant","Vitis Lipid transfer protein P3","IgE but no biological test","91","P80273.2","145559502","8"
"Vitis sp.","Grape","","Food Plant","Vitis Vit v 1 LTP","IgE but no biological test","37","P80274.1","462719","7"
"Vitis sp.","Grape","Unassigned","Food Plant","Vitis Vit v 1 LTP","IgE but no biological test","38","P33556.1","462717","7"
"Xiphias gladius","Swordfish","Xip g 1.0101","Food Animal","Xiphias Xip g 1 beta-parvalbumin","IgE but no biological test","109","CAR48256.1","222352960","10"
"Zea mays","Corn","Zea m 8.0101","Food Plant","Zea mays Zea m 8","IgE but no biological test","278","ACX37090.1","260401081","17"
"Zea mays","Corn","Unassigned","Food Plant","Zea mays Zea m 8","IgE but no biological test","280","P29022.1","116329","17"
"Zea mays","Corn","Zea m 12.0104","Food Plant","Zea Zea m 12 profilin","IgE but no biological test","131","AAB86960.1","2642324","7"
"Zea mays","Corn","Unassigned","Food Plant","Zea Zea m 12 profilin","IgE but no biological test","131","ABG81312.1","110644952","8"
"Zea mays","Corn","Unassigned","Food Plant","Zea Zea m 12 profilin","IgE but no biological test","131","ABG81313.1","110644954","8"
"Zea mays","Corn","Unassigned","Food Plant","Zea Zea m 12 profilin","IgE but no biological test","131","ABG81314.1","110644956","8"
"Zea mays","Corn","Unassigned","Food Plant","Zea Zea m 12 profilin","IgE but no biological test","131","ABG81315.1","110644958","8"
"Zea mays","Corn","Unassigned","Food Plant","Zea Zea m 12 profilin","IgE but no biological test","131","ABG81316.1","110644960","8"
"Zea mays","Corn","Unassigned","Food Plant","Zea Zea m 12 profilin","IgE but no biological test","131","ABG81317.1","110644962","8"
"Zea mays","Corn","Unassigned","Food Plant","Zea Zea m 12 profilin","IgE but no biological test","130","ABG81318.1","110644964","8"
"Zea mays","Corn","Zea m 14.0101","Food Plant","Zea Zea m 14","IgE but no biological test","120","AAA33493.1","168576","15"
"Zea mays","Corn","Zea m 14.0102","Food Plant","Zea Zea m 14","IgE but no biological test","99","AAA33494.1","168578","15"
"Ziziphus mauritiana","Chinese-date","Ziz m 1.0101","Food Plant","Ziziphus Ziz m 1","IgE plus basophil+ or SPT+","330","AAX40948.1","61225281","7"
